order_id,order_date,shipping_date,status,quantity,unit_price,payment_method,customer_id,customer_name,customer_email,customer_city,customer_state,product_id,product_name,category,supplier,review
5918,2025-04-20T00:44:16.000-03:00,2025-04-22T00:44:16.000-03:00,Entregue,-1,99.9,Boleto,589,Mariah da Paz,nicole81@example.org,Pacheco,SP,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
24650,2025-07-12T11:39:06.000-03:00,2025-07-19T11:39:06.000-03:00,Entregue,-1,99.9,Pix,614,Cecilia Azevedo,liamcarvalho@example.com,Caldeira,SP,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
33489,2025-02-11T01:53:30.000-03:00,,Cancelado,-1,99.9,Cartão de crédito,364,Vicente Aparecida,ryanmendes@example.com,Peixoto,MG,5,Camiseta Basic,Moda,ModaTop,
42546,2025-08-21T07:41:56.000-03:00,2025-08-28T07:41:56.000-03:00,Entregue,-1,99.9,Cartão de crédito,506,Aylla das Neves,biancamachado@example.com,Campos de Rodrigues,SP,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
62647,2025-12-13T08:06:12.000-03:00,2025-12-20T08:06:12.000-03:00,Em trânsito,-1,99.9,Boleto,688,Dr. Daniel Borges,ana-vitoriarios@example.org,Carvalho de Albuquerque,SP,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
66980,2025-04-11T04:40:00.000-03:00,2025-04-13T04:40:00.000-03:00,Entregue,-1,99.9,Boleto,498,Dr. Cauã Monteiro,mendesfernanda@example.org,Melo,SP,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
88156,2025-09-11T15:31:58.000-03:00,,Cancelado,-1,99.9,Boleto,434,Ana Fernandes,lmoraes@example.net,Sousa,SP,5,Camiseta Basic,Moda,ModaTop,
97558,2025-09-25T08:24:00.000-03:00,2025-09-30T08:24:00.000-03:00,Entregue,-1,99.9,Pix,893,Melina Aragão,brunobarbosa@example.org,Cardoso,BA,5,Camiseta Basic,Moda,ModaTop,Não recomendo
97832,2025-10-20T15:34:37.000-03:00,2025-10-24T15:34:37.000-03:00,Entregue,-1,99.9,Pix,460,Sophia da Rosa,maria-flor88@example.org,Pereira,SP,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
1634,2025-01-29T12:03:34.000-03:00,2025-02-04T12:03:34.000-03:00,Entregue,-1,99.9,Cartão de crédito,783,Matheus Duarte,da-cunhaerick@example.org,Cirino,SP,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
36726,2025-02-22T19:58:49.000-03:00,2025-02-28T19:58:49.000-03:00,Entregue,-1,99.9,Boleto,51,Vitor Gabriel da Conceição,lgomes@example.org,Borges,GO,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
53458,2025-08-18T18:53:06.000-03:00,2025-08-20T18:53:06.000-03:00,Em trânsito,-1,99.89999999998723,Pix,660,Srta. Helena Abreu,luiz-gustavo90@example.com,Siqueira do Oeste,MG,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
82842,2025-12-24T17:49:27.000-03:00,2025-12-30T17:49:27.000-03:00,Entregue,-1,99.9,Pix,153,Marcela da Rocha,csouza@example.net,Pacheco das Flores,SP,5,Camiseta Basic,Moda,ModaTop,Não recomendo
119790,2025-10-12T11:53:16.000-03:00,2025-10-16T11:53:16.000-03:00,Entregue,-1,99.9,Pix,195,Anna Liz Pires,esther39@example.net,Pinto,RJ,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
120990,2025-01-18T07:28:27.000-03:00,2025-01-23T07:28:27.000-03:00,Entregue,-1,99.9,Pix,684,Dra. Aurora Viana,aparecidanoah@example.org,da Paz,PR,5,Camiseta Basic,Moda,ModaTop,Não recomendo
121932,2025-03-19T10:28:34.000-03:00,2025-03-21T10:28:34.000-03:00,Entregue,-1,99.9,Pix,146,Dra. Juliana Campos,mendoncaluigi@example.net,Dias do Oeste,SP,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
14291,2025-03-23T16:03:34.000-03:00,2025-03-27T16:03:34.000-03:00,Entregue,-1,99.89999999998723,Pix,379,Nathan Dias,brenoalves@example.org,Macedo do Amparo,BA,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
40663,2025-05-07T12:19:12.000-03:00,2025-05-10T12:19:12.000-03:00,Entregue,-1,99.9,Cartão de crédito,932,Carolina Gomes,das-nevesanthony@example.com,Cassiano,BA,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
87254,2025-01-21T08:45:42.000-03:00,2025-01-26T08:45:42.000-03:00,Entregue,-1,99.89999999998723,Pix,564,Théo Moreira,fda-cruz@example.org,Barbosa,SP,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
109946,2025-12-23T02:58:00.000-03:00,2025-12-26T02:58:00.000-03:00,Entregue,-1,99.9,Pix,616,Ana Carolina Araújo,ravi-luccacunha@example.net,Novaes,CE,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
118381,2025-06-26T23:53:28.000-03:00,2025-06-28T23:53:28.000-03:00,Entregue,-1,99.9,Pix,408,Stella Silva,pachecofernanda@example.com,Brito de Goiás,SP,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
119688,2025-01-28T18:12:57.000-03:00,2025-02-01T18:12:57.000-03:00,Entregue,-1,99.9,Cartão de crédito,67,Rael Azevedo,davi-luccamacedo@example.com,Silva,SP,5,Camiseta Basic,Moda,ModaTop,Não recomendo
124506,2025-10-19T03:57:44.000-03:00,,Cancelado,-1,99.9,Cartão de crédito,637,Matheus Correia,ccassiano@example.com,da Mata de Minas,MG,5,Camiseta Basic,Moda,ModaTop,
4781,2025-03-24T13:25:10.000-03:00,2025-03-25T13:25:10.000-03:00,Entregue,-1,99.9,Pix,288,Henry Gabriel Nogueira,leoribeiro@example.net,Borges,MG,5,Camiseta Basic,Moda,ModaTop,Não recomendo
23021,2025-03-27T18:57:40.000-03:00,,Cancelado,-1,99.9,Boleto,127,Luigi Mendes,onovaes@example.org,Costela,BA,5,Camiseta Basic,Moda,ModaTop,
38773,2025-09-03T11:02:34.000-03:00,2025-09-09T11:02:34.000-03:00,Entregue,-1,99.9,Pix,449,Isaac da Paz,sousaotavio@example.org,Silveira Verde,RJ,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
47884,2025-12-09T05:16:50.000-03:00,2025-12-13T05:16:50.000-03:00,Em trânsito,-1,99.9,Cartão de crédito,984,Pedro Miguel Guerra,evelynsilveira@example.org,Nogueira,SP,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
65775,2025-10-02T19:24:55.000-03:00,2025-10-03T19:24:55.000-03:00,Entregue,-1,99.9,Cartão de crédito,268,Gabriel Gonçalves,dpinto@example.org,da Cruz de Minas,RS,5,Camiseta Basic,Moda,ModaTop,Não recomendo
72954,2025-03-19T04:05:27.000-03:00,2025-03-25T04:05:27.000-03:00,Entregue,-1,99.9,Cartão de crédito,521,Melina Silva,ana-liz73@example.net,das Neves de da Rosa,MG,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
102591,2025-03-25T21:51:34.000-03:00,2025-03-28T21:51:34.000-03:00,Entregue,-1,99.9,Cartão de crédito,298,Ana Liz Brito,camposana-cecilia@example.com,da Rocha,SP,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
9760,2025-09-11T21:36:34.000-03:00,2025-09-18T21:36:34.000-03:00,Em trânsito,-1,99.9,Cartão de crédito,861,Dra. Zoe Sousa,xcavalcanti@example.net,das Neves dos Dourados,SC,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
14359,2025-04-08T10:41:06.000-03:00,2025-04-11T10:41:06.000-03:00,Entregue,-1,99.9,Boleto,31,Maria Fernanda Fonseca,melina06@example.net,Cassiano,PR,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
19741,2025-02-21T01:49:11.000-03:00,2025-02-25T01:49:11.000-03:00,Entregue,-1,99.9,Boleto,716,Nina Peixoto,gpires@example.com,da Mata do Norte,CE,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
50999,2025-12-13T00:49:31.000-03:00,2025-12-18T00:49:31.000-03:00,Entregue,-1,99.9,Pix,426,Caio Sousa,eloahandrade@example.org,Borges da Praia,MG,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
64987,2025-05-22T15:58:31.000-03:00,2025-05-24T15:58:31.000-03:00,Entregue,-1,99.9,Boleto,794,Gabriela Nascimento,ana-laura19@example.net,Campos da Praia,PR,5,Camiseta Basic,Moda,ModaTop,
95013,2025-09-16T00:16:49.000-03:00,2025-09-17T00:16:49.000-03:00,Entregue,-1,99.9,Pix,155,Luiz Miguel Garcia,enricofreitas@example.org,Jesus do Norte,DF,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
110595,2025-10-22T17:07:39.000-03:00,2025-10-28T17:07:39.000-03:00,Entregue,-1,99.9,Pix,833,Allana Cirino,antonio84@example.net,Silva,SP,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
37601,2025-03-07T06:06:14.000-03:00,2025-03-09T06:06:14.000-03:00,Entregue,-1,99.9,Boleto,550,Anthony Gabriel Borges,pcamara@example.org,Lima do Sul,SC,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
52192,2025-03-04T16:13:33.000-03:00,2025-03-06T16:13:33.000-03:00,Entregue,-1,99.9,Cartão de crédito,70,Arthur Miguel Duarte,vitor-gabrielsousa@example.com,Andrade de Teixeira,DF,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
76151,2025-10-20T20:41:47.000-03:00,2025-10-23T20:41:47.000-03:00,Entregue,-1,99.9,Cartão de crédito,752,Melina Fogaça,britomaria-eduarda@example.com,da Mota,GO,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
79426,2025-03-12T02:59:46.000-03:00,2025-03-15T02:59:46.000-03:00,Entregue,-1,99.9,Cartão de crédito,966,Caleb Vieira,raquelmacedo@example.net,Cardoso,RJ,5,Camiseta Basic,Moda,ModaTop,Não recomendo
122739,2025-09-06T06:16:27.000-03:00,2025-09-08T06:16:27.000-03:00,Entregue,-1,99.9,Boleto,122,Diego Caldeira,ana-carolinada-conceicao@example.org,Ferreira da Prata,CE,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
37829,2025-10-26T06:43:19.000-03:00,,Cancelado,-1,99.9,Boleto,570,Bella Mendonça,brendadas-neves@example.org,Castro do Campo,RJ,5,Camiseta Basic,Moda,ModaTop,
40895,2025-06-29T23:59:41.000-03:00,2025-07-06T23:59:41.000-03:00,Entregue,-1,99.9,Pix,211,Otávio Vieira,oliviasa@example.com,Pinto do Amparo,MG,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
42340,2025-04-01T07:45:41.000-03:00,2025-04-07T07:45:41.000-03:00,Entregue,-1,99.9,Boleto,723,Asafe Albuquerque,hrodrigues@example.com,da Cruz,SP,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
55369,2025-03-23T19:25:09.000-03:00,2025-03-28T19:25:09.000-03:00,Entregue,-1,99.9,Boleto,509,Sara Cassiano,cmacedo@example.org,da Cruz Grande,GO,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
59605,2025-03-13T18:22:33.000-03:00,2025-03-17T18:22:33.000-03:00,Entregue,-1,99.9,Pix,61,Ana Beatriz da Cunha,yan57@example.net,Pacheco,RJ,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
69195,2025-03-14T03:14:25.000-03:00,2025-03-18T03:14:25.000-03:00,Entregue,-1,99.89999999998723,Cartão de crédito,57,Sr. Rodrigo Gomes,leonardo79@example.com,Leão,SP,5,Camiseta Basic,Moda,ModaTop,Não recomendo
108837,2025-05-23T21:45:54.000-03:00,2025-05-29T21:45:54.000-03:00,Entregue,-1,99.9,Cartão de crédito,954,Maria Helena Ramos,maria-cecilia44@example.com,Moraes da Prata,CE,5,Camiseta Basic,Moda,ModaTop,Não recomendo
120255,2025-11-29T22:32:25.000-03:00,2025-12-05T22:32:25.000-03:00,Em trânsito,-1,99.9,Boleto,479,Emilly Sales,cardosomarcela@example.org,Casa Grande,GO,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
34733,2025-03-03T11:25:47.000-03:00,2025-03-05T11:25:47.000-03:00,Entregue,-1,99.9,Boleto,72,Heloisa Sales,kamilly85@example.net,Cavalcanti Paulista,SP,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
87586,2025-03-30T17:36:36.000-03:00,2025-04-03T17:36:36.000-03:00,Entregue,-1,99.9,Boleto,56,Ana Carolina Freitas,gabrieloliveira@example.net,Freitas do Campo,CE,5,Camiseta Basic,Moda,ModaTop,Excelente atendimento
33580,2025-09-12T11:05:24.000-03:00,2025-09-16T11:05:24.000-03:00,Entregue,-1,99.9,Boleto,513,Davi Luiz Leão,maria-helenadias@example.com,Guerra do Oeste,GO,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
47591,2025-12-09T07:40:43.000-03:00,2025-12-16T07:40:43.000-03:00,Entregue,-1,99.9,Pix,869,Sr. Heitor Montenegro,souzalaura@example.org,da Cunha,PE,5,Camiseta Basic,Moda,ModaTop,Não recomendo
60960,2025-10-30T11:13:52.000-03:00,2025-10-31T11:13:52.000-03:00,Em trânsito,-1,99.9,Boleto,245,José Pedro Pereira,luanapereira@example.com,da Rosa,SP,5,Camiseta Basic,Moda,ModaTop,Não recomendo
82389,2025-10-25T23:37:17.000-03:00,2025-10-26T23:37:17.000-03:00,Em trânsito,-1,99.9,Pix,956,Lucas Andrade,olivia84@example.net,Caldeira de Costela,RJ,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
29496,2025-05-20T17:38:33.000-03:00,2025-05-27T17:38:33.000-03:00,Entregue,-1,99.9,Cartão de crédito,522,Dr. Rodrigo Costela,cpacheco@example.org,Moraes de Goiás,RJ,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
114345,2025-03-27T15:33:37.000-03:00,2025-04-02T15:33:37.000-03:00,Entregue,-1,99.9,Boleto,725,Sr. Igor Araújo,eduardocunha@example.org,Mendonça,MG,5,Camiseta Basic,Moda,ModaTop,Entrega atrasada
123910,2025-10-13T15:18:59.000-03:00,2025-10-18T15:18:59.000-03:00,Entregue,-1,99.9,Boleto,764,Leandro Aparecida,brayan40@example.net,Sousa da Prata,SC,5,Camiseta Basic,Moda,ModaTop,Não recomendo
41147,2025-10-15T01:18:14.000-03:00,2025-10-19T01:18:14.000-03:00,Entregue,-1,99.9,Cartão de crédito,52,Gael Henrique Câmara,cauepereira@example.org,Monteiro,SC,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
61475,2025-08-17T14:17:31.000-03:00,2025-08-24T14:17:31.000-03:00,Entregue,-1,99.9,Cartão de crédito,82,Heloisa Souza,mcardoso@example.net,Montenegro da Serra,PR,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
71959,2025-11-23T00:05:57.000-03:00,2025-11-24T00:05:57.000-03:00,Em trânsito,-1,99.9,Boleto,253,Vitória Sá,vieirayago@example.com,Fogaça,PE,5,Camiseta Basic,Moda,ModaTop,
74207,2025-11-26T09:39:55.000-03:00,2025-12-01T09:39:55.000-03:00,Entregue,-1,99.9,Cartão de crédito,766,Maria Isis Pacheco,carolinemontenegro@example.com,Viana de Minas,MG,5,Camiseta Basic,Moda,ModaTop,Produto chegou antes do esperado
89879,2025-07-21T06:24:55.000-03:00,2025-07-26T06:24:55.000-03:00,Entregue,-1,99.9,Pix,912,Benjamim Camargo,davi-miguelsilveira@example.com,Pinto,SP,5,Camiseta Basic,Moda,ModaTop,"Muito bom, recomendo"
100238,2025-05-30T17:36:00.000-03:00,2025-06-03T17:36:00.000-03:00,Entregue,-1,99.9,Boleto,710,Dra. Evelyn Ramos,benjamim06@example.org,Nogueira,RS,5,Camiseta Basic,Moda,ModaTop,Qualidade ruim
